lat|lon
''54,549511''|''-1,178688''
''50,555914''|''-3,513264''
''55,388716''|''-1,850862''
''52,773419''|''-0,887969''
''51,428565''|''-0,165603''
''53,402445''|''-2,301435''
''54,035923''|''-2,035585''
''52,129251''|''-2,3165''
''51,442049''|''-0,378817''
''51,73489''|''0,677425''
''50,808891''|''-1,893135''
''53,489592''|''-2,292754''
''53,819154''|''-1,462604''
''51,414971''|''-0,825796''
''51,285623''|''1,094184''
''51,390699''|''-0,635492''
''53,349632''|''-3,016576''
''51,555156''|''-0,179628''
''51,149743''|''-0,962516''
''53,404139''|''-2,395335''
''57,523208''|''-2,530253''
''52,82896''|''-1,417207''
''53,536011''|''-2,638335''
''51,456043''|''-1,413577''
''53,750676''|''-2,367207''
''52,389321''|''-0,279468''
''53,145204''|''-3,523505''
''52,869616''|''-2,32965''
''54,598025''|''-7,32366''
''50,888326''|''-0,329442''
''50,738849''|''-1,820638''
''54,945648''|''-1,569117''
''53,197727''|''-2,88448''
''52,597769''|''-2,118198''
''51,609748''|''0,299621''
''53,577278''|''-0,677016''
''52,946172''|''-2,766352''
''51,090272''|''-1,372478''
''55,853392''|''-4,328966''
''57,501845''|''-1,795629''
''51,889506''|''-2,272482''
''51,496333''|''-0,857964''
''52,414604''|''-1,505148''
''52,573768''|''-0,21066''
''51,504713''|''-1,083458''
''53,408707''|''-2,205657''
''52,664631''|''1,374946''
''53,646365''|''-1,577324''
''52,460585''|''-1,530669''
''51,457129''|''-0,922556''
''50,52855''|''-4,673948''
''51,517147''|''-0,107636''
''53,443498''|''-2,262206''
''51,658135''|''-4,017922''
''53,999389''|''-0,459156''
''52,573179''|''-2,165437''
''54,97182''|''-1,618809''
''57,458194''|''-4,217843''
''51,173932''|''-0,314192''
''51,386919''|''1,385756''
''51,56517''|''-1,760208''
''51,725514''|''-2,199383''
''52,391902''|''-2,273705''
''50,369462''|''-4,151058''
''52,473681''|''-1,889541''
''51,015215''|''-0,042471''
''52,213048''|''0,119485''
''55,973939''|''-3,695777''
''50,741626''|''-1,883084''
''52,651638''|''0,687288''
''51,426193''|''-0,053644''
''51,421674''|''-0,11328''
''50,609146''|''-2,456042''
''50,965554''|''-1,312541''
''53,048893''|''-3,000085''
''53,562631''|''-2,789426''
''52,89612''|''-1,273499''
''50,925195''|''-1,307929''
''51,454192''|''-0,122288''
''53,689559''|''-2,723791''
''51,355141''|''-1,124287''
''56,197725''|''-3,22151''
''53,197727''|''-2,88448''
''53,796124''|''-1,551573''
''53,572173''|''-0,077376''
''54,951966''|''-1,545204''
''53,682141''|''-1,321334''
''54,741255''|''-3,271053''
''51,761824''|''-0,552882''
''57,129241''|''-2,233188''
''53,504366''|''-1,329045''
''53,340091''|''-3,002126''
''55,675331''|''-4,658863''
''50,814126''|''-0,370957''
''50,97173''|''-1,304788''
''52,735344''|''-1,028943''
''53,437334''|''-2,429227''
''0,0''|''0,0''
''50,698548''|''-1,283332''
''51,410811''|''0,002118''
''57,896237''|''-5,163544''
''52,802719''|''0,064452''
''54,433455''|''-1,578082''
''54,784903''|''-1,350211''
''52,554616''|''-0,217767''
''53,541494''|''-2,099826''
''52,027637''|''-2,107897''
''51,461912''|''-2,588214''
''53,5845''|''-1,508967''
''57,162661''|''-2,124461''
''51,890476''|''-0,428096''
''54,954645''|''-1,654882''
''51,863628''|''0,962806''
''55,954965''|''-3,183535''
''51,522891''|''-2,530192''
''53,129609''|''-2,373933''
''55,925868''|''-4,162371''
''52,952902''|''-1,149408''
''51,524503''|''-0,112088''
''51,248891''|''-0,480002''
''51,581919''|''-0,234474''
''53,735496''|''-2,655377''
''53,806525''|''-3,046172''
''52,605573''|''0,383159''
''53,619296''|''-3,022018''
''54,558281''|''-5,906543''
''53,071621''|''-1,371579''
''51,483665''|''-0,950609''
''54,299302''|''-0,458105''
''51,992497''|''-1,579924''
''52,711311''|''-2,436332''
''50,789251''|''-0,711102''
''51,016766''|''-4,205066''
''51,473404''|''-0,027772''
''52,815608''|''-1,629219''
''51,649581''|''-0,42245''
''51,480319''|''-3,20349''
''51,435227''|''-0,507706''
''55,82808''|''-4,211802''
''52,272105''|''-0,909715''
''51,511701''|''-0,124046''
''51,517662''|''-0,150624''
''53,662692''|''-2,610995''
''57,664223''|''-2,52626''
''50,967375''|''-3,013462''
''51,927405''|''0,962716''
''51,767144''|''-0,215349''
''52,174821''|''1,000891''
''52,381606''|''-2,478043''
''53,138114''|''-1,548031''
''50,783947''|''-0,671216''
''51,503981''|''-0,381533''
''51,30135''|''-0,629163''
''51,339214''|''0,734379''
''51,363395''|''-1,775884''
''51,037657''|''-4,213675''
''52,049486''|''0,728915''
''53,824329''|''-1,953645''
''53,341026''|''-2,693243''
''51,797803''|''-0,71169''
''51,622445''|''-0,006222''
''53,502087''|''-2,211566''
''52,379812''|''-1,250428''
''52,69405''|''-2,433169''
''51,660438''|''-3,806174''
''51,470757''|''0,044871''
''55,858899''|''-4,246951''
''52,549956''|''-0,329151''
''50,972432''|''0,098297''
''51,512977''|''0,600203''
''50,369711''|''-4,144361''
''50,43178''|''-3,697361''
''50,820859''|''-0,140979''
''51,937299''|''0,268894''
''53,230597''|''-0,509011''
''52,728541''|''-3,450944''
''51,885148''|''-0,512774''
''53,39291''|''-2,337578''
''51,6454''|''-3,060757''
''51,508923''|''-0,296208''
''53,512922''|''-1,125721''
''0,0''|''0,0''
''52,510479''|''-3,092786''
''51,999034''|''-3,891623''
''52,652249''|''1,226788''
''51,426904''|''-1,200898''
''53,474364''|''-1,577011''
''54,111673''|''-0,121186''
''50,90947''|''-1,32375''
''53,561873''|''-0,037135''
''50,913279''|''-1,430976''
''53,423594''|''-3,072064''
''54,498481''|''-7,31586''
''52,669305''|''1,258438''
''51,555353''|''-0,347961''
''52,771548''|''-1,217869''
''51,431074''|''-3,198686''
''51,427971''|''-0,10285''
''55,910873''|''-4,359359''
''51,655729''|''-1,577851''
''51,6927''|''-0,807831''
''51,489149''|''-0,098453''
''53,65164''|''-1,792891''
''50,996612''|''-1,378046''
''52,747293''|''-2,341466''
''52,204107''|''-2,228031''
''51,580687''|''-0,020345''
''52,62511''|''-1,122447''
''51,557426''|''-0,473792''
''52,477997''|''-2,123524''
''53,404993''|''-2,257412''
''53,700204''|''-2,706661''
''54,01138''|''-1,471012''
''51,524971''|''-1,295649''
''56,058169''|''-2,722718''
''50,383347''|''-4,136536''
''52,953452''|''-1,143473''
''52,989178''|''-1,144897''
''51,613334''|''-0,2778''
''53,068215''|''-2,521507''
''55,931901''|''-3,160341''
''52,647735''|''1,32296''
''55,612394''|''-4,557571''
''51,131329''|''0,260534''
''51,441346''|''-3,179818''
''51,441166''|''0,362648''
''51,791575''|''-1,267669''
''51,402288''|''-0,379059''
''52,22054''|''0,257069''
''51,813376''|''-1,490419''
''51,585228''|''-0,329686''
''52,262862''|''-0,741463''
''51,899278''|''-1,175141''
''53,159446''|''-2,190972''
''50,957398''|''-0,502859''
''51,513161''|''-0,028318''
''51,19833''|''-2,215358''
''51,925149''|''-0,654526''
''52,702143''|''-1,97841''
''51,063789''|''-0,332553''
''51,45239''|''-2,513545''
''52,339282''|''0,984372''
''50,720444''|''-1,870302''
''53,431288''|''-2,514399''
''53,932992''|''-0,77821''
''53,765724''|''-2,753197''
''52,918059''|''-1,130574''
''51,111507''|''-3,016584''
''52,47666''|''-1,903535''
''54,574638''|''-1,335213''
''54,558762''|''-1,191876''
''53,268121''|''-2,632535''
''52,692865''|''-2,026634''
''53,921881''|''-1,795652''
''51,290775''|''-0,143075''
''50,787859''|''-3,275051''
''51,023451''|''-3,109703''
''54,674513''|''-6,166561''
''52,584715''|''0,298427''
''53,282839''|''-1,44258''
''50,355799''|''-4,082409''
''51,83338''|''1,131134''
''53,539989''|''-2,123619''
''51,805799''|''-0,022812''
''53,515549''|''-2,222703''
''51,806119''|''-0,028484''
''52,613357''|''-0,286193''
''52,115633''|''0,977555''
''51,416973''|''-3,466823''
''53,494351''|''-1,35311''
''52,970067''|''-3,075874''
''53,81377''|''-1,958501''
''51,483112''|''-0,216119''
''51,083555''|''-1,181904''
''51,448299''|''-2,000879''
''51,398589''|''-0,635804''
''52,395946''|''-0,535624''
''52,991489''|''-1,04347''
''51,548822''|''0,023662''
''51,248882''|''-2,21025''
''53,893408''|''-0,97114''
''50,872321''|''0,25092''
''50,228502''|''-5,235937''
''51,465736''|''-3,193643''
''54,512387''|''-1,188298''
''51,495244''|''0,015266''
''52,628052''|''-1,935071''
''51,605994''|''0,529951''
''50,971814''|''-0,309727''
''51,591275''|''-0,555724''
''50,790526''|''0,048413''
''53,188658''|''-2,890429''
''54,458262''|''-7,26833''
''51,314715''|''-0,208361''
''52,686158''|''1,31908''
''51,599075''|''-2,983415''
''51,663837''|''0,377745''
''51,35165''|''-1,991924''
''53,319169''|''-3,086799''
''50,883036''|''-1,035161''
''52,053311''|''-0,853605''
''53,690756''|''-1,537337''
''52,47731''|''-1,853578''
''55,848407''|''-4,438248''
''50,743451''|''-3,958542''
''54,979789''|''-1,660686''
''51,762304''|''-0,216946''
''55,021925''|''-7,32237''
''50,727779''|''-1,859741''
''51,260173''|''0,082882''
''53,859621''|''-1,502955''
''51,496735''|''-0,189722''
''51,949136''|''-0,276359''
''51,844605''|''-2,160876''
''51,63253''|''-3,340125''
''54,603771''|''-5,709084''
''53,740387''|''-0,333697''
''51,346792''|''1,137558''
''52,588735''|''-1,864898''
''51,491328''|''-0,045596''
''51,085887''|''-1,358003''
''51,390316''|''-0,504612''
''54,779256''|''-1,344377''
''53,557619''|''-1,061185''
''53,280839''|''-3,830436''
''53,572173''|''-0,077376''
''53,420188''|''-2,325455''
''55,024097''|''-1,429048''
''52,831384''|''-2,856606''
''50,887407''|''-1,043944''
''52,567834''|''-1,942462''
''57,678811''|''-2,044588''
''55,018204''|''-1,490361''
''51,371579''|''0,577037''
''54,335167''|''-6,627564''
''51,349935''|''-0,174303''
''52,130479''|''0,044408''
''51,777347''|''-0,310483''
''50,832989''|''-0,77248''
''52,641895''|''-1,413967''
''51,553834''|''-0,09899''
''50,841431''|''-0,772258''
''53,697223''|''-2,706278''
''54,874671''|''-1,44461''
''51,519656''|''-0,168835''
''51,489149''|''-0,098453''
''51,51847''|''-0,176392''
''53,79376''|''-1,519248''
''51,675947''|''-3,025068''
''53,360577''|''-2,307991''
''52,560136''|''1,117858''
''53,742289''|''-0,341204''
''53,384709''|''-2,495585''
''54,992324''|''-1,42964''
''53,465657''|''-2,668037''
''51,380663''|''0,525421''
''51,511334''|''-0,081936''
''51,300326''|''0,473449''
''54,449646''|''-6,372974''
''51,591999''|''0,026577''
''50,928824''|''-1,458832''
''52,511037''|''-3,976923''
''50,687502''|''-3,231925''
''53,451142''|''-2,990192''
''50,721565''|''-1,947363''
''53,390518''|''-3,097412''
''52,903236''|''-1,470001''
''58,217649''|''-6,385555''
''52,612902''|''-2,202287''
''50,718913''|''-3,55408''
''51,545872''|''0,150539''
''55,807246''|''-4,035527''
''54,699114''|''-1,187198''
''53,778757''|''-1,756649''
''51,891296''|''-0,179945''
''51,491588''|''0,06515''
''52,454944''|''-1,833874''
''55,845382''|''-3,04686''
''51,814832''|''-2,285728''
''51,433653''|''0,798722''
''51,495585''|''-0,159182''
''50,917504''|''-0,455812''
''52,584525''|''-1,828131''
''53,566344''|''-0,546576''
''51,912853''|''-0,22244''
''51,24602''|''-0,166087''
''51,492607''|''0,128842''
''51,376125''|''0,523978''
''51,014456''|''-1,317435''
''51,811415''|''-0,298431''
''53,377922''|''-2,342284''
''51,302909''|''-0,112846''
''53,504672''|''-2,192341''
''50,967627''|''-0,86844''
''51,950351''|''-0,533275''
''55,067161''|''-3,605747''
''51,78006''|''0,126269''
''51,770909''|''-1,604314''
''51,700893''|''-3,077943''
''52,449268''|''0,62228''
''53,753701''|''-2,362548''
''52,983619''|''-2,227119''
''53,72713''|''-1,333038''
''53,298629''|''-2,723284''
''52,227717''|''-2,000292''
''51,354986''|''-2,005925''
''53,55883''|''-2,635508''
''52,486271''|''-1,893928''
''57,446541''|''-2,790629''
''53,754364''|''-2,708738''
''53,80093''|''-1,806124''
''57,455142''|''-4,186968''
''54,901685''|''-1,393916''
''52,93725''|''1,194814''
''55,925226''|''-3,182883''
''55,95191''|''-3,983658''
''53,242076''|''-2,620255''
''52,376067''|''-1,265625''
''51,489462''|''-0,176484''
''50,869027''|''-0,998972''
''54,11599''|''-0,397935''
''52,803812''|''0,655016''
''54,568028''|''-5,932548''
''56,144065''|''-3,222479''
''52,673942''|''-3,152191''
''52,089529''|''-0,243137''
''55,85124''|''-3,563527''
''52,110887''|''-2,346918''
''53,465377''|''-2,240711''
''57,579161''|''-3,884623''
''51,877155''|''-2,888791''
''51,214739''|''-1,45085''
''52,201048''|''-1,733642''
''51,474645''|''-0,045517''
''53,614263''|''-2,151407''
''51,621119''|''-0,376127''
''54,0147''|''-2,74928''
''54,989744''|''-6,683099''
''50,841166''|''0,455787''
''51,935045''|''1,007334''
''51,223558''|''1,388528''
''51,750236''|''-1,267348''
''51,897117''|''-2,127755''
''52,07828''|''0,744728''
''51,47142''|''-2,487023''
''51,539588''|''-2,413926''
''54,683999''|''-1,213528''
''51,651933''|''-0,077091''
''51,59809''|''0,174792''
''53,436412''|''-2,204361''
''51,035252''|''-2,285466''
''51,430918''|''-0,130694''
''53,551123''|''-1,488977''
''51,445922''|''-2,583433''
''51,494607''|''0,330631''
''51,998755''|''-0,754563''
''50,712506''|''-3,551673''
''53,342608''|''-3,011693''
''51,284437''|''1,094448''
''51,655283''|''-0,279043''
''53,843396''|''-1,783723''
''51,529371''|''0,039726''
''56,178641''|''-3,193856''
''51,382955''|''0,479138''
''54,808587''|''-1,69708''
''53,317018''|''-1,522173''
''52,356689''|''0,007429''
''53,477091''|''-2,284607''
''53,587797''|''-2,382697''
''52,492178''|''-1,916919''
''51,526487''|''-0,440503''
''57,486785''|''-4,219393''
''53,763714''|''-1,376739''
''57,132916''|''-2,116812''
''53,479598''|''-1,064746''
''53,703269''|''-2,196882''
''55,859174''|''-4,24318''
''50,894236''|''-2,790545''
''50,265711''|''-5,139202''
''51,135974''|''0,852499''
''53,406752''|''-1,372595''
''50,425789''|''-4,143486''
''51,45028''|''-0,969903''
''52,634656''|''1,259994''
''51,660532''|''-4,931091''
''51,53023''|''-0,028907''
''51,612776''|''0,102495''
''55,980523''|''-4,558183''
''50,843288''|''-1,18739''
''55,935104''|''-3,020834''
''51,464936''|''-2,498369''
''50,384246''|''-4,136576''
''51,515182''|''-0,121856''
''51,459062''|''-2,614445''
''53,61281''|''-2,168754''
''51,464566''|''-0,164692''
''51,560308''|''0,094202''
''51,748464''|''-1,243828''
''52,052753''|''-0,815351''
''51,856285''|''1,119057''
''52,152523''|''-0,459401''
''51,763295''|''-0,501639''
''52,393692''|''-2,021984''
''53,45346''|''-2,521715''
''55,589347''|''-2,084402''
''52,484018''|''1,703435''
''53,345383''|''-2,575805''
''51,003866''|''-0,932322''
''51,375728''|''0,559695''
''51,422636''|''-2,239466''
''51,611625''|''-0,077394''
''51,524345''|''-0,142166''
''51,331077''|''-2,599886''
''51,538957''|''-0,313587''
''55,148939''|''-1,707548''
''53,04081''|''-3,009816''
''51,517976''|''-0,112171''
''53,868777''|''-1,91024''
''51,543396''|''-0,070495''
''50,750271''|''-1,979508''
''51,57332''|''-3,023652''
''51,587166''|''-2,750206''
''53,598091''|''-2,470248''
''52,526562''|''-3,239661''
''53,529872''|''-2,436197''
''53,752124''|''-2,515644''
''51,533453''|''-0,171843''
''51,501073''|''-0,073131''
''51,98155''|''-0,232568''
''54,361584''|''-1,427098''
''50,862642''|''-1,286906''
''51,45634''|''-0,078355''
''51,511574''|''-1,524672''
''55,084848''|''-1,572635''
''52,967093''|''-1,141446''
''55,652439''|''-3,192093''
''51,546841''|''-0,479944''
''52,916704''|''1,301137''
''51,570856''|''-0,009083''
''52,089211''|''0,726726''
''51,189444''|''-0,877699''
''53,432429''|''-1,539559''
''51,399524''|''-0,07999''
''51,203094''|''1,399368''
''53,37466''|''-2,865821''
''52,601629''|''0,260165''
''52,54226''|''-0,991892''
''51,836612''|''-5,073932''
''51,798913''|''-3,180371''
''51,114838''|''-3,230428''
''51,229964''|''1,399342''
''53,585978''|''-0,654325''
''51,60944''|''-0,00087''
''54,447089''|''-2,635127''
''52,041633''|''0,961124''
''53,37466''|''-2,865821''
''53,732394''|''-1,660408''
''51,681157''|''-4,162331''
''51,248143''|''-0,399658''
''53,794352''|''-2,885492''
''53,615931''|''-2,161345''
''53,714655''|''-0,845694''
''51,912212''|''0,848868''
''52,681819''|''-1,178935''
''51,471599''|''-0,353703''
''53,376031''|''-3,061188''
''51,715414''|''-2,555399''
''51,439241''|''-1,035909''
''57,15166''|''-2,180422''
''52,717792''|''-1,43148''
''55,902336''|''-4,293169''
''52,57586''|''-1,163155''
''51,708115''|''0,205816''
''51,408594''|''-0,123625''
''55,494166''|''-1,632714''
''53,29475''|''-3,015977''
''51,195233''|''-1,728474''
''52,7001''|''-2,519001''
''53,364791''|''-3,009814''
''53,419326''|''-2,987361''
''55,957514''|''-4,776828''
''53,679401''|''-1,500734''
''51,597101''|''-0,313418''
''52,541123''|''-2,088424''
''51,614079''|''-0,699634''
''51,368289''|''0,624324''
''51,634186''|''-0,40641''
''52,663215''|''-0,515736''
''52,442604''|''-0,823534''
''54,936786''|''-1,693246''
''51,546176''|''-1,84265''
''51,543086''|''-3,376491''
''53,420626''|''-2,997594''
''52,377885''|''-1,250095''
''51,585835''|''-2,982869''
''51,449624''|''-0,952843''
''54,611196''|''-5,911861''
''55,489449''|''-4,608613''
''53,524349''|''-2,334156''
''52,521074''|''-1,87266''
''50,381236''|''-4,039735''
''51,905128''|''0,893711''
''51,410212''|''-0,623912''
''53,727571''|''-1,77586''
''51,362893''|''0,535332''
''51,725458''|''-1,19419''
''51,604509''|''-0,295462''
''0,0''|''0,0''
''54,645313''|''-5,63171''
''52,07998''|''1,096247''
''56,115688''|''-3,163409''
''51,685703''|''-1,388889''
''55,133157''|''-6,32634''
''53,773676''|''-1,718397''
''52,90375''|''-1,381146''
''50,47021''|''-3,524984''
''51,746423''|''-0,977616''
''50,702137''|''-3,540115''
''51,496298''|''0,010458''
''51,840224''|''-0,028345''
''52,516515''|''-1,987106''
''50,986024''|''-0,609164''
''57,150142''|''-2,111048''
''52,024097''|''-1,976461''
''50,491832''|''-4,084227''
''53,745389''|''-0,438135''
''51,565076''|''0,187258''
''50,996591''|''-0,098052''
''53,394202''|''-2,66382''
''51,752207''|''-4,528139''
''53,295961''|''-2,963178''
''51,480632''|''-0,064891''
''51,518323''|''-0,124884''
''51,111677''|''1,155249''
''55,057797''|''-1,598846''
''51,910175''|''0,024005''
''57,346308''|''-1,938157''
''53,687744''|''-1,634178''
''51,573257''|''0,452549''
''51,123549''|''-0,173768''
''50,76989''|''0,28764''
''53,644472''|''-1,610425''
''53,402923''|''-3,165645''
''53,473947''|''-2,156118''
''52,453257''|''1,33849''
''55,949285''|''-4,561952''
''51,493589''|''-0,238235''
''52,057594''|''-0,029057''
''50,7279''|''-1,86358''
''51,067553''|''-1,297303''
''52,61606''|''-2,004639''
''52,870207''|''-2,566861''
''53,412086''|''-2,157621''
''52,750351''|''0,397752''
''53,518097''|''-2,342434''
''52,959863''|''-1,222128''
''51,523973''|''-0,151652''
''50,941349''|''-1,758595''
''50,949147''|''-2,53138''
''50,910506''|''-1,496979''
''50,65364''|''-1,157182''
''51,425423''|''-0,881231''
''51,119729''|''1,16949''
''53,36403''|''-1,209379''
''51,413863''|''-0,531338''
''53,795667''|''-1,665086''
''51,392617''|''-2,357752''
''53,733239''|''-1,773996''
''51,245291''|''-0,582318''
''51,614241''|''-3,948303''
''51,203748''|''-2,174332''
''51,748367''|''0,489466''
''53,423467''|''-1,263143''
''51,090866''|''1,147132''
''51,041273''|''0,184091''
''51,398106''|''-0,340486''
''51,373473''|''0,561222''
''51,551185''|''-0,307235''
''51,331662''|''1,40095''
''52,356635''|''-1,396894''
''53,675833''|''-1,844074''
''50,715191''|''-2,444082''
''50,531245''|''-3,606546''
''54,978417''|''-1,610576''
''50,999793''|''0,265209''
''54,538954''|''-3,563541''
''54,860008''|''-1,705088''
''52,129725''|''-0,986107''
''51,522001''|''0,29269''
''53,883252''|''-1,618825''
''50,739943''|''-1,7821''
''50,896656''|''-2,097606''
''52,674136''|''1,683658''
''53,381819''|''-3,030498''
''51,527032''|''-0,107226''
''55,954541''|''-4,552078''
''55,434573''|''-4,462598''
''52,037547''|''-1,852203''
''51,086861''|''0,798349''
''56,474362''|''-3,010833''
''58,440447''|''-3,087009''
''53,206129''|''-2,51029''
''51,449051''|''-0,928248''
''55,852363''|''-4,114253''
''51,548822''|''0,023662''
''51,441827''|''-3,173946''
''55,930311''|''-3,252888''
''51,536229''|''-1,898149''
''53,419562''|''-1,076341''
''58,006511''|''-6,750806''
''50,801876''|''-1,144543''
''51,422987''|''-0,747191''
''51,410413''|''-0,015702''
''51,933085''|''-1,371981''
''53,536976''|''-1,111148''
''51,051587''|''-1,338048''
''51,647687''|''-0,410706''
''57,144816''|''-2,11994''
''51,538097''|''-0,068323''
''50,813516''|''-0,398389''
''52,141065''|''-0,503812''
''53,049002''|''-1,961845''
''54,930726''|''-1,596679''
''51,074238''|''-0,919782''
''51,511684''|''-3,219045''
''51,288881''|''0,685083''
''50,900023''|''-1,405527''
''53,69543''|''-2,594401''
''53,347889''|''-2,852359''
''51,553284''|''-0,218216''
''51,86066''|''-2,208621''
''50,809088''|''-1,21231''
''54,51606''|''-1,726758''
''51,535931''|''-0,90402''
''50,853974''|''-1,202235''
''50,781123''|''-1,079815''
''51,872926''|''-0,76869''
''53,771008''|''-2,747708''
''51,502014''|''-3,117358''
''52,329827''|''-2,01281''
''51,859646''|''-2,249129''
''52,336906''|''-2,278839''
''52,948078''|''-1,144544''
''50,916801''|''0,386664''
''51,602104''|''0,650625''
''51,369394''|''-2,793027''
''51,868451''|''0,23941''
''51,525214''|''0,115485''
''50,819347''|''-0,119601''
''53,322819''|''-0,94169''
''54,678561''|''-1,217479''
''51,067526''|''-0,321586''
''52,605409''|''1,257717''
''53,564975''|''-0,085404''
''54,40752''|''-2,901604''
''51,43406''|''-0,185827''
''51,484753''|''-0,183628''
''51,363702''|''0,301912''
''50,809292''|''-0,386171''
''52,221555''|''-0,140831''
''51,535984''|''-0,194754''
''50,923612''|''-1,455634''
''53,97411''|''-0,784089''
''53,456982''|''-2,355691''
''52,768649''|''-0,374716''
''51,670125''|''-0,034728''
''53,061813''|''-0,19923''
''53,340139''|''-1,933923''
''53,814365''|''-1,732041''
''53,337759''|''-1,359926''
''53,46296''|''-2,946138''
''53,92922''|''-0,775967''
''51,408226''|''0,017578''
''56,111096''|''-3,968184''
''51,516179''|''-0,103352''
''53,110764''|''-2,28832''
''51,417183''|''-3,24168''
''53,445778''|''-2,994223''
''51,343872''|''-2,957008''
''53,107482''|''-2,426157''
''51,561351''|''-0,045452''
''55,001073''|''-1,543901''
''52,771775''|''-1,207415''
''51,827433''|''-0,845286''
''51,557696''|''-0,122269''
''51,497878''|''-3,236554''
''51,451116''|''-1,279747''
''50,77152''|''0,100642''
''51,773337''|''0,135506''
''51,361204''|''1,070644''
''52,658723''|''1,024452''
''51,619434''|''-0,273148''
''54,896702''|''-2,966123''
''56,099588''|''-3,16768''
''51,727589''|''-0,835858''
''52,877749''|''-3,646841''
''52,769929''|''-1,201534''
''53,638831''|''-1,280617''
''53,403772''|''-2,177912''
''51,903812''|''-2,066305''
''52,185295''|''0,026573''
''52,612536''|''1,724583''
''52,465401''|''-0,492869''
''51,425457''|''0,101466''
''54,335543''|''-7,536176''
''53,735137''|''-0,367593''
''51,499986''|''-0,369645''
''52,674085''|''-1,915791''
''53,016548''|''-2,579242''
''53,590117''|''-2,430049''
''51,574806''|''-1,767747''
''50,953659''|''0,304257''
''51,087792''|''-1,344784''
''52,286498''|''-1,532773''
''51,494068''|''-2,619137''
''55,335189''|''-1,59903''
''53,536803''|''-1,168008''
''51,890223''|''-0,500342''
''51,868366''|''0,575275''
''50,964581''|''0,248968''
''52,122233''|''0,218966''
''51,581563''|''-2,535537''
''50,740385''|''-1,913656''
''53,183153''|''-1,604915''
''55,869309''|''-3,661119''
''51,463324''|''-0,138901''
''52,328033''|''-2,074307''
''56,07137''|''-3,464633''
''53,060594''|''-2,510851''
''51,665151''|''-0,058962''
''53,413045''|''-2,904273''
''56,201154''|''-3,014404''
''51,53349''|''-0,629786''
''50,879721''|''-1,265433''
''50,71556''|''-1,985656''
''50,679131''|''-3,49377''
''53,461145''|''-1,46751''
''52,588315''|''-2,114778''
''52,774295''|''-1,211801''
''51,552373''|''-0,236513''
''52,431089''|''-1,487373''
''51,569564''|''0,596952''
''52,029263''|''-1,146355''
''51,093438''|''1,162148''
''51,349259''|''-1,404961''
''51,670257''|''-4,049569''
''51,864693''|''1,183692''
''53,794345''|''-1,749257''
''54,792726''|''-1,535031''
''55,069092''|''-3,765269''
''51,474116''|''-0,21177''
''51,675517''|''-1,026404''
''51,699966''|''-0,741055''
''54,899057''|''-5,038345''
''52,385783''|''-1,56047''
''53,213682''|''-2,877231''
''0,0''|''0,0''
''55,942808''|''-3,273658''
''52,514853''|''-3,300064''
''51,479919''|''0,320751''
''54,192753''|''-6,34052''
''51,757402''|''-3,195226''
''52,412218''|''-1,510776''
''51,382348''|''-0,132875''
''52,481092''|''-1,903261''
''50,774573''|''0,266124''
''55,963894''|''-3,178728''
''52,198693''|''-2,21902''
''50,830831''|''-0,212211''
''50,606175''|''-1,960817''
''54,613059''|''-1,294236''
''53,721702''|''-0,177098''
''51,45329''|''-0,163533''
''54,602253''|''-1,650208''
''54,476362''|''-5,683487''
''51,596''|''-3,348913''
''52,993343''|''-1,181122''
''51,460771''|''-0,007645''
''51,517133''|''-0,134244''
''51,821225''|''-0,817646''
''52,577807''|''-1,986395''
''54,55527''|''-1,241719''
''53,864539''|''-2,394556''
''53,51053''|''-2,148577''
''51,490026''|''-0,046804''
''51,406631''|''-3,296116''
''51,515159''|''-3,230667''
''51,710212''|''-0,537668''
''52,518435''|''-2,072492''
''52,640854''|''-2,444585''
''53,321935''|''-3,087094''
''52,08905''|''0,074438''
''51,54567''|''-0,205966''
''51,425353''|''-0,879698''
''53,389481''|''-2,169912''
''52,444105''|''-0,834411''
''55,389493''|''-1,611979''
''55,863194''|''-4,265114''
''53,262286''|''-2,124314''
''52,528632''|''-2,049101''
''50,783947''|''-0,671216''
''51,775735''|''-2,021128''
''51,247688''|''-2,214514''
''51,530784''|''-0,13543''
''51,51833''|''-0,151376''
''51,750231''|''-1,267367''
''51,864786''|''-2,24178''
''51,40699''|''-1,251815''
''53,59122''|''-2,318687''
''51,258544''|''-1,120032''
''53,720521''|''-2,060351''
''52,902782''|''-1,17831''
''54,125877''|''-2,762576''
''53,384105''|''-0,334909''
''54,522106''|''-1,55076''
''51,755967''|''-3,158967''
''53,215164''|''-1,677175''
''51,347043''|''-1,129696''
''53,96043''|''-1,092336''
''54,604811''|''-3,117697''
''51,649049''|''-3,486893''
''51,258288''|''0,439271''
''52,929647''|''-1,142113''
''55,964717''|''-3,163021''
''52,003187''|''-0,748613''
''55,946627''|''-4,933144''
''50,855023''|''0,470383''
''51,595057''|''-1,803518''
''55,021092''|''-1,572985''
''52,242183''|''0,75312''
''52,044772''|''0,754851''
''51,330277''|''0,750311''
''54,847741''|''-6,669001''
''50,818439''|''0,317514''
''51,57805''|''-1,776274''
''52,945603''|''-1,572823''
''51,683627''|''-1,129494''
''51,518602''|''-0,123031''
''51,461167''|''-0,411651''
''51,457383''|''-0,190861''
''54,474516''|''-7,59035''
''51,491234''|''0,052558''
